GROUP_SET,GROUP_ID,GROUP_NAME,TEAM_ID,TEAM_ABBREVIATION,GP,W,L,W_PCT,MIN,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TO,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,OFF_RATING_RANK,DEF_RATING_RANK,NET_RATING_RANK,AST_PCT_RANK,AST_TO_RANK,AST_RATIO_RANK,OREB_PCT_RANK,DREB_PCT_RANK,REB_PCT_RANK,TM_TOV_PCT_RANK,EFG_PCT_RANK,TS_PCT_RANK,PACE_RANK,PIE_RANK,SUM_TIME_PLAYED
Lineups,-203903-1626157-1628969-1629011-1642278-,J. Clarkson - K. Towns - M. Bridges - M. Robinson - T. Kolek,1610612752,NYK,6,4,2,0.667,11.0,113.1,112.5,73.1,72.0,40.0,40.5,0.538,1.4,20.6,0.4,0.733,0.6,0.208,0.619,0.617,103.7,104.69,87.24,24,0.846,39,38,499,304,70,237,180,135,278,135,158,174,267,167,458,180,211,299,116,33700
Lineups,-203903-1626157-1628969-1642278-1642885-,J. Clarkson - K. Towns - M. Bridges - T. Kolek - M. Diawara,1610612752,NYK,4,2,2,0.5,11.0,122.7,118.5,110.6,107.7,12.1,10.8,0.833,3.33,25.6,0.182,0.714,0.389,0.111,0.619,0.664,108.2,111.58,92.98,27,0.573,60,81,499,351,67,207,344,223,137,31,85,309,275,407,329,180,167,212,250,34200
Lineups,-203903-1630540-1630574-1630631-1642885-,J. Clarkson - M. McBride - A. Hukporti - J. Alvarado - M. Diawara,1610612752,NYK,1,0,1,0.0,11.0,87.4,89.5,101.1,104.8,-13.7,-15.3,0.429,1.0,11.5,0.308,0.533,0.429,0.158,0.4,0.416,94.0,91.28,76.07,19,0.356,243,442,270,442,73,343,339,379,354,151,354,242,377,379,391,355,383,494,370,31550
Lineups,-203903-1628384-1628973-1629011-1630540-,J. Clarkson - O. Anunoby - J. Brunson - M. Robinson - M. McBride,1610612752,NYK,6,4,2,0.667,11.0,138.7,121.4,165.1,159.1,-26.4,-37.7,0.545,3.0,15.0,0.5,1.0,0.6,0.071,0.54,0.596,97.2,106.29,88.57,28,0.414,39,38,499,304,68,189,503,428,275,33,294,92,1,167,290,250,235,273,345,33870
Lineups,-203903-1628384-1628969-1629011-1630540-,J. Clarkson - O. Anunoby - M. Bridges - M. Robinson - M. McBride,1610612752,NYK,3,1,2,0.333,11.0,139.3,136.0,118.2,117.4,21.1,18.6,0.727,8.0,22.9,0.3,0.727,0.524,0.04,0.619,0.669,103.6,105.29,87.74,25,0.619,92,163,499,424,71,131,389,198,180,2,121,247,270,246,275,180,155,288,206,32825
Lineups,-1628404-1628969-1628973-1629011-1642278-,J. Hart - M. Bridges - J. Brunson - M. Robinson - T. Kolek,1610612752,NYK,3,1,2,0.333,11.0,119.5,116.7,102.0,100.0,17.4,16.7,0.5,3.0,18.8,0.182,0.75,0.478,0.083,0.609,0.597,100.1,102.32,85.27,24,0.574,92,163,499,424,69,214,252,203,283,33,211,309,237,347,298,190,234,342,249,33775
Lineups,-1628384-1628404-1628973-1629011-1630540-,O. Anunoby - J. Hart - J. Brunson - M. Robinson - M. McBride,1610612752,NYK,6,3,3,0.5,11.0,132.0,136.4,89.3,87.5,42.8,48.9,0.556,1.67,15.2,0.6,0.692,0.652,0.136,0.553,0.607,101.5,100.96,84.13,22,0.825,39,55,562,351,72,130,223,125,269,116,293,75,292,142,367,236,224,365,121,32805
Lineups,-203903-1627824-1630574-1642278-1642885-,J. Clarkson - G. Yabusele - A. Hukporti - T. Kolek - M. Diawara,1610612752,NYK,3,3,0,1.0,10.0,95.7,91.7,90.6,86.4,5.0,5.3,0.3,0.5,10.7,0.125,0.846,0.571,0.25,0.611,0.611,107.1,112.08,93.4,24,0.514,92,55,1,1,77,334,221,240,380,229,365,324,183,198,479,188,222,205,287,29550
Lineups,-203903-1626157-1628404-1629011-1642278-,J. Clarkson - K. Towns - J. Hart - M. Robinson - T. Kolek,1610612752,NYK,4,2,2,0.5,10.0,93.6,95.5,131.8,136.4,-38.2,-40.9,0.625,0.83,16.1,0.364,0.778,0.55,0.273,0.526,0.54,104.1,101.38,84.48,22,0.272,60,81,499,351,74,328,464,438,235,215,280,195,223,228,514,254,291,359,410,31250
Lineups,-203903-1628969-1628973-1630574-1642885-,J. Clarkson - M. Bridges - J. Brunson - A. Hukporti - M. Diawara,1610612752,NYK,3,2,1,0.667,10.0,110.5,100.0,115.0,104.5,-4.5,-4.5,0.4,4.0,15.4,0.111,0.833,0.4,0.048,0.553,0.553,93.7,103.29,86.07,21,0.5,92,81,270,304,76,268,338,347,357,17,285,329,185,394,278,236,279,324,291,29975
Lineups,-203903-1628969-1628973-1629011-1642278-,J. Clarkson - M. Bridges - J. Brunson - M. Robinson - T. Kolek,1610612752,NYK,4,2,2,0.5,10.0,128.1,138.9,103.8,110.0,24.3,28.9,0.714,2.5,17.2,0.5,0.667,0.571,0.111,0.474,0.555,100.2,93.52,77.94,18,0.56,60,81,499,351,80,123,358,164,181,59,238,92,296,198,329,327,277,473,261,29255
Lineups,-203903-1628384-1628973-1629011-1642278-,J. Clarkson - O. Anunoby - J. Brunson - M. Robinson - T. Kolek,1610612752,NYK,5,3,2,0.6,10.0,121.6,112.5,118.6,112.5,3.0,0.0,0.3,0.6,9.7,0.444,0.714,0.609,0.208,0.579,0.637,110.3,117.75,98.13,24,0.5,50,55,499,341,79,237,365,249,380,228,372,165,275,165,458,219,188,162,291,29350
Lineups,-1626157-1628404-1628969-1628973-1629011-,K. Towns - J. Hart - M. Bridges - J. Brunson - M. Robinson,1610612752,NYK,4,2,2,0.5,10.0,144.4,126.1,115.9,118.2,28.6,7.9,0.8,2.67,22.9,0.5,0.917,0.75,0.13,0.639,0.688,102.0,108.0,90.0,23,0.622,60,81,499,351,75,163,393,231,143,52,121,92,170,72,364,164,148,250,202,30000
Lineups,-1626157-1628969-1629011-1629013-1630540-,K. Towns - M. Bridges - M. Robinson - L. Shamet - M. McBride,1610612752,NYK,2,1,1,0.5,10.0,146.8,145.0,114.9,119.0,31.9,26.0,0.364,2.0,15.4,0.286,0.583,0.474,0.1,0.694,0.734,101.3,100.07,83.39,20,0.566,140,163,270,351,78,103,396,171,365,75,285,253,369,353,312,125,122,384,258,29500
Lineups,-1627824-1628384-1628404-1628969-1628973-,G. Yabusele - O. Anunoby - J. Hart - M. Bridges - J. Brunson,1610612752,NYK,4,3,1,0.75,9.0,81.4,81.0,120.7,104.3,-39.3,-23.4,0.571,1.0,14.8,0.273,0.625,0.421,0.19,0.444,0.45,114.7,123.87,103.23,21,0.289,60,55,270,284,91,363,336,401,260,151,298,265,350,389,424,335,366,116,398,25575
Lineups,-203903-1630574-1641794-1641998-1642278-,J. Clarkson - A. Hukporti - D. Jones - T. Jemison III - T. Kolek,1610612752,NYK,1,1,0,1.0,9.0,97.8,95.2,120.8,123.8,-23.0,-28.6,0.667,1.5,20.7,0.222,0.778,0.5,0.19,0.528,0.542,106.2,106.29,88.58,21,0.4,243,163,1,1,81,329,411,412,200,125,156,293,223,259,424,253,288,272,352,28450
Lineups,-203903-1627824-1628384-1628973-1629011-,J. Clarkson - G. Yabusele - O. Anunoby - J. Brunson - M. Robinson,1610612752,NYK,4,2,2,0.5,9.0,152.2,147.4,138.6,155.6,13.6,-8.2,0.556,1.25,18.5,0.75,0.556,0.615,0.211,0.917,0.854,105.8,101.41,84.51,19,0.527,60,81,499,351,89,101,497,358,269,145,218,49,375,159,461,48,72,356,276,26270
Lineups,-203903-1628404-1628973-1629011-1630631-,J. Clarkson - J. Hart - J. Brunson - M. Robinson - J. Alvarado,1610612752,NYK,3,1,2,0.333,9.0,161.1,159.1,107.1,104.3,54.0,54.7,0.5,1.25,16.7,0.6,0.571,0.579,0.182,0.929,0.887,113.9,116.17,96.81,22,0.769,92,163,499,424,82,83,336,108,283,145,243,75,372,195,415,45,62,172,141,27890
Lineups,-203903-1626157-1627824-1628969-1628973-,J. Clarkson - K. Towns - G. Yabusele - M. Bridges - J. Brunson,1610612752,NYK,3,2,1,0.667,9.0,145.9,131.8,61.7,61.9,84.2,69.9,0.615,0.0,23.5,0.455,0.9,0.667,0.0,0.614,0.634,105.7,111.01,92.51,22,0.951,92,81,270,304,82,151,150,82,244,258,116,161,172,103,1,187,192,214,97,27890
Lineups,-203903-1626157-1627824-1628384-1642278-,J. Clarkson - K. Towns - G. Yabusele - O. Anunoby - T. Kolek,1610612752,NYK,2,1,1,0.5,9.0,96.4,100.0,120.4,131.3,-24.0,-31.3,0.4,0.67,8.3,0.455,0.714,0.556,0.176,0.375,0.456,96.0,90.34,75.29,17,0.317,140,163,270,351,88,268,439,415,357,219,381,161,275,219,410,363,362,507,391,26300
Lineups,-203903-1626157-1628384-1629013-1630631-,J. Clarkson - K. Towns - O. Anunoby - L. Shamet - J. Alvarado,1610612752,NYK,3,3,0,1.0,9.0,123.9,122.2,95.1,89.5,28.8,32.7,0.625,1.25,20.0,0.333,0.778,0.6,0.222,0.643,0.698,97.0,100.72,83.93,18,0.648,92,55,1,1,87,183,233,155,235,145,161,206,223,167,466,159,138,372,192,26450
Lineups,-1628404-1628969-1628973-1629011-1642885-,J. Hart - M. Bridges - J. Brunson - M. Robinson - M. Diawara,1610612752,NYK,1,0,1,0.0,9.0,73.7,77.8,90.6,89.5,-16.9,-11.7,0.667,0.8,17.4,0.125,0.778,0.471,0.278,0.5,0.5,100.0,97.94,81.62,18,0.442,243,442,270,442,86,372,233,368,200,217,237,324,223,354,517,259,319,419,331,27200
Lineups,-1626157-1628384-1628969-1629011-1642278-,K. Towns - O. Anunoby - M. Bridges - M. Robinson - T. Kolek,1610612752,NYK,2,1,1,0.5,9.0,76.4,73.7,86.2,90.0,-9.8,-16.3,0.4,0.33,6.7,0.6,0.818,0.692,0.316,0.275,0.328,108.8,108.21,90.17,19,0.279,140,163,270,351,90,387,235,386,357,250,390,75,199,98,528,414,424,248,404,25950
Lineups,-1628384-1628973-1629013-1630574-1642885-,O. Anunoby - J. Brunson - L. Shamet - A. Hukporti - M. Diawara,1610612752,NYK,3,1,2,0.333,9.0,122.2,115.8,73.8,71.4,48.4,44.4,0.556,0.83,20.0,0.25,0.733,0.632,0.316,0.846,0.846,99.7,104.07,86.72,19,0.778,92,163,499,424,85,222,174,129,269,215,161,270,267,152,528,71,76,313,134,27675
Lineups,-1628384-1628969-1628973-1630574-1642885-,O. Anunoby - M. Bridges - J. Brunson - A. Hukporti - M. Diawara,1610612752,NYK,3,3,0,1.0,9.0,117.3,119.0,137.5,135.0,-20.2,-16.0,0.8,8.0,25.8,0.2,0.6,0.4,0.048,0.575,0.586,106.2,106.28,88.57,21,0.439,92,55,1,1,84,202,463,385,143,2,84,296,356,394,278,220,243,274,333,27775
Lineups,-1630574-1630631-1642278-1642359-1642885-,A. Hukporti - J. Alvarado - T. Kolek - P. Dadiet - M. Diawara,1610612752,NYK,1,1,0,1.0,8.0,95.1,94.4,114.2,105.3,-19.1,-10.8,0.857,2.0,25.0,0.0,0.857,0.429,0.167,0.536,0.571,103.8,108.51,90.43,18,0.492,243,163,1,1,101,331,340,367,134,75,86,331,180,379,393,251,259,242,312,24550
Lineups,-203903-1630574-1642278-1642359-1642885-,J. Clarkson - A. Hukporti - T. Kolek - P. Dadiet - M. Diawara,1610612752,NYK,3,2,1,0.667,8.0,105.3,88.9,63.0,66.7,42.3,22.2,0.6,1.5,11.1,0.5,0.8,0.636,0.111,0.353,0.417,89.2,94.66,78.88,18,0.767,92,81,270,304,96,344,158,185,247,125,355,92,203,148,329,381,379,460,142,25100
Lineups,-203903-1627824-1628404-1628973-1629011-,J. Clarkson - G. Yabusele - J. Hart - J. Brunson - M. Robinson,1610612752,NYK,4,3,1,0.75,8.0,141.2,141.2,94.4,85.0,46.7,56.2,0.7,3.5,28.0,0.167,0.6,0.476,0.118,0.75,0.75,109.1,115.32,96.1,17,0.653,60,55,270,284,109,109,214,105,190,30,68,311,356,350,345,98,107,178,191,23100
Lineups,-203903-1628973-1629011-1629013-1642885-,J. Clarkson - J. Brunson - M. Robinson - L. Shamet - M. Diawara,1610612752,NYK,2,2,0,1.0,8.0,130.3,129.4,133.3,133.3,-3.0,-3.9,0.3,1.0,13.6,0.333,0.667,0.5,0.176,0.7,0.693,90.3,90.67,75.56,17,0.5,140,81,1,1,92,157,441,344,380,151,324,206,296,259,410,120,147,498,291,25410
Lineups,-203903-1628404-1628973-1629011-1642885-,J. Clarkson - J. Hart - J. Brunson - M. Robinson - M. Diawara,1610612752,NYK,4,1,3,0.25,8.0,124.7,120.0,142.4,120.0,-17.8,0.0,0.25,0.0,11.1,0.143,0.6,0.333,0.0,0.567,0.583,81.2,90.0,75.0,15,0.579,60,163,562,440,102,191,398,249,383,258,355,322,356,414,1,227,248,512,245,24000
Lineups,-203903-1626157-1628404-1628973-1630540-,J. Clarkson - K. Towns - J. Hart - J. Brunson - M. McBride,1610612752,NYK,4,4,0,1.0,8.0,114.2,105.3,104.2,113.3,10.0,-8.1,0.8,2.0,15.4,0.375,0.636,0.526,0.105,0.5,0.605,103.3,103.82,86.51,19,0.544,60,38,1,1,106,267,370,357,143,75,285,190,346,245,326,259,225,317,270,23580
Lineups,-203903-1626157-1628404-1629013-1630540-,J. Clarkson - K. Towns - J. Hart - L. Shamet - M. McBride,1610612752,NYK,4,2,2,0.5,8.0,103.9,94.7,95.7,100.0,8.2,-5.3,0.714,0.0,17.9,0.308,0.7,0.478,0.0,0.4,0.422,102.3,104.94,87.45,19,0.586,60,81,499,351,99,330,252,349,181,258,230,242,285,347,1,355,377,295,239,24700
Lineups,-203903-1626157-1628969-1628973-1630540-,J. Clarkson - K. Towns - M. Bridges - J. Brunson - M. McBride,1610612752,NYK,4,2,2,0.5,8.0,108.0,100.0,100.7,94.4,7.3,5.6,0.444,2.0,14.8,0.2,0.7,0.45,0.095,0.526,0.54,103.4,110.99,92.49,21,0.567,60,81,499,351,95,268,245,239,353,75,298,296,285,372,309,254,291,215,257,25300
Lineups,-203903-1626157-1628384-1628973-1629013-,J. Clarkson - K. Towns - O. Anunoby - J. Brunson - L. Shamet,1610612752,NYK,5,5,0,1.0,8.0,83.5,82.4,91.5,88.2,-7.9,-5.9,0.75,1.5,10.7,0.533,0.75,0.63,0.118,0.263,0.337,100.8,103.4,86.17,17,0.432,50,25,1,1,105,361,230,353,163,125,365,91,237,154,345,415,410,323,337,23675
Lineups,-203903-1628384-1628969-1629011-1642278-,J. Clarkson - O. Anunoby - M. Bridges - M. Robinson - T. Kolek,1610612752,NYK,3,2,1,0.667,8.0,86.7,68.4,85.2,82.4,1.5,-13.9,1.0,1.0,19.2,0.25,0.667,0.5,0.263,0.542,0.542,89.2,102.19,85.16,19,0.52,92,81,270,304,93,393,203,371,1,151,199,270,296,259,511,247,289,344,282,25365
Lineups,-203903-1628384-1629011-1629013-1642278-,J. Clarkson - O. Anunoby - M. Robinson - L. Shamet - T. Kolek,1610612752,NYK,2,2,0,1.0,8.0,129.7,120.0,90.8,92.9,38.9,27.1,0.857,6.0,26.1,0.333,0.833,0.583,0.067,0.615,0.648,87.7,90.17,75.15,15,0.745,140,81,1,1,108,191,240,169,134,5,83,206,185,192,284,184,177,508,151,23155
Lineups,-1626157-1627824-1628969-1628973-1630540-,K. Towns - G. Yabusele - M. Bridges - J. Brunson - M. McBride,1610612752,NYK,4,4,0,1.0,8.0,140.0,140.0,165.9,155.6,-25.9,-15.6,0.625,5.0,22.7,0.25,0.4,0.308,0.067,0.656,0.656,91.8,95.04,79.2,15,0.34,60,38,1,1,97,111,497,382,235,9,123,270,412,451,284,153,174,454,379,25000
Lineups,-1626157-1628404-1628969-1629011-1630631-,K. Towns - J. Hart - M. Bridges - M. Robinson - J. Alvarado,1610612752,NYK,4,2,2,0.5,8.0,99.1,110.5,89.5,73.7,9.5,36.8,0.625,1.25,19.2,0.25,0.857,0.533,0.211,0.5,0.577,111.7,115.2,96.0,19,0.68,60,81,499,351,104,248,182,141,235,145,199,270,180,239,461,259,256,180,179,23750
Lineups,-1626157-1628969-1629013-1630631-1642885-,K. Towns - M. Bridges - L. Shamet - J. Alvarado - M. Diawara,1610612752,NYK,4,2,2,0.5,8.0,68.4,68.8,120.6,105.6,-52.2,-36.8,1.0,0.5,10.5,0.143,0.833,0.462,0.25,0.222,0.455,93.0,99.31,82.76,16,0.196,60,81,499,351,100,392,341,425,1,229,367,322,185,359,479,431,363,397,430,24650
Lineups,-1626157-1628384-1628404-1629013-1630631-,K. Towns - O. Anunoby - J. Hart - L. Shamet - J. Alvarado,1610612752,NYK,2,1,1,0.5,8.0,104.2,106.3,67.8,62.5,36.4,43.8,0.667,1.0,18.2,0.333,0.625,0.5,0.25,0.583,0.638,90.2,92.9,77.42,16,0.718,140,163,270,351,98,265,151,130,200,151,219,206,350,259,479,207,186,478,161,24800
Lineups,-1626157-1628384-1628969-1628973-1642278-,K. Towns - O. Anunoby - M. Bridges - J. Brunson - T. Kolek,1610612752,NYK,4,4,0,1.0,8.0,130.7,140.9,126.9,111.1,3.8,29.8,0.5,1.25,15.6,0.625,0.556,0.588,0.182,0.676,0.682,118.9,120.45,100.38,22,0.676,60,38,1,1,103,110,360,162,283,145,283,72,375,190,415,130,152,137,180,23910
Lineups,-1626157-1628384-1628969-1629013-1642278-,K. Towns - O. Anunoby - M. Bridges - L. Shamet - T. Kolek,1610612752,NYK,4,3,1,0.75,8.0,190.9,177.8,40.0,40.0,150.9,137.8,0.833,0.0,34.5,0.5,0.889,0.769,0.0,0.875,0.901,100.1,103.98,86.65,18,1.136,60,55,270,284,110,57,97,17,137,258,23,92,174,71,1,60,57,314,45,22850
Lineups,-1628384-1628404-1628969-1628973-1630574-,O. Anunoby - J. Hart - M. Bridges - J. Brunson - A. Hukporti,1610612752,NYK,4,3,1,0.75,8.0,123.5,111.1,100.0,94.4,23.5,16.7,0.714,2.5,20.8,0.167,0.667,0.417,0.111,0.615,0.658,94.3,102.29,85.24,18,0.594,60,55,270,284,94,244,245,203,181,59,154,311,296,391,329,184,172,343,228,25340
Lineups,-1628384-1628404-1628969-1628973-1629013-,O. Anunoby - J. Hart - M. Bridges - J. Brunson - L. Shamet,1610612752,NYK,8,7,1,0.875,8.0,142.7,125.0,90.0,81.8,52.7,43.2,0.625,1.67,17.2,0.8,0.833,0.824,0.15,0.692,0.757,116.0,129.87,108.22,20,0.849,26,14,270,270,107,166,199,132,235,116,238,47,185,65,386,126,106,93,115,23285
Lineups,-1630574-1641755-1641794-1642278-1642885-,A. Hukporti - K. McCullar Jr. - D. Jones - T. Kolek - M. Diawara,1610612752,NYK,1,1,0,1.0,7.0,116.3,106.7,85.7,85.7,30.6,21.0,0.8,2.0,19.0,0.286,0.875,0.6,0.133,0.5,0.581,98.2,102.6,85.5,15,0.632,243,163,1,1,117,264,217,189,143,75,203,253,175,167,365,259,249,339,198,20350
Lineups,-1627824-1628969-1628973-1629011-1629013-,G. Yabusele - M. Bridges - J. Brunson - M. Robinson - L. Shamet,1610612752,NYK,3,3,0,1.0,7.0,121.4,113.3,117.3,111.8,4.1,1.6,0.429,1.0,15.0,0.333,0.667,0.533,0.2,0.654,0.654,102.8,108.94,90.78,15,0.45,92,55,1,1,115,232,363,245,354,151,294,206,296,239,429,154,176,236,329,21150
Lineups,-203903-1626157-1628969-1629011-1630631-,J. Clarkson - K. Towns - M. Bridges - M. Robinson - J. Alvarado,1610612752,NYK,4,3,1,0.75,7.0,112.5,100.0,85.7,80.0,26.8,20.0,0.833,1.67,21.7,0.571,0.667,0.632,0.214,0.583,0.563,87.7,96.22,80.18,14,0.745,60,55,270,284,113,268,191,191,137,116,140,86,296,152,463,207,273,436,152,21700
Lineups,-203903-1626157-1629011-1629013-1630631-,J. Clarkson - K. Towns - M. Robinson - L. Shamet - J. Alvarado,1610612752,NYK,2,2,0,1.0,7.0,200.0,184.6,101.9,92.9,98.1,91.8,0.7,0.0,31.8,0.5,0.5,0.5,0.0,0.857,0.857,88.3,96.24,80.2,13,0.788,140,81,1,1,118,46,240,65,190,258,45,92,378,259,1,70,70,435,132,20200
Lineups,-203903-1628384-1629011-1629013-1630631-,J. Clarkson - O. Anunoby - M. Robinson - L. Shamet - J. Alvarado,1610612752,NYK,1,1,0,1.0,7.0,119.7,121.4,85.7,85.7,34.0,35.7,0.667,2.0,21.1,0.167,1.0,0.615,0.143,0.591,0.644,102.3,101.56,84.63,14,0.714,243,163,1,1,121,189,217,143,200,75,147,311,1,159,373,201,180,353,163,19850
Lineups,-1641755-1641794-1641998-1642359-1642885-,K. McCullar Jr. - D. Jones - T. Jemison III - P. Dadiet - M. Diawara,1610612752,NYK,1,0,1,0.0,7.0,111.0,106.3,132.7,126.7,-21.7,-20.4,0.571,4.0,19.0,0.125,0.6,0.308,0.063,0.615,0.594,107.2,112.16,93.47,16,0.394,243,442,270,442,120,265,430,397,260,17,203,324,356,451,282,184,237,204,355,19900
Lineups,-1626157-1628404-1628973-1629011-1630540-,K. Towns - J. Hart - J. Brunson - M. Robinson - M. McBride,1610612752,NYK,3,2,1,0.667,7.0,71.4,62.5,86.5,80.0,-15.0,-17.5,0.5,1.0,9.5,0.273,0.9,0.571,0.125,0.333,0.333,90.8,101.0,84.16,16,0.31,92,81,270,304,111,414,191,390,283,151,373,265,172,198,350,384,412,364,393,22100
Lineups,-1626157-1628404-1628969-1628973-1642278-,K. Towns - J. Hart - M. Bridges - J. Brunson - T. Kolek,1610612752,NYK,6,3,3,0.5,7.0,69.8,64.7,87.0,68.8,-17.2,-4.0,1.0,1.33,18.2,0.125,0.833,0.429,0.176,0.409,0.431,102.4,118.95,99.12,17,0.364,39,55,562,351,119,410,173,346,1,136,219,324,185,379,410,352,374,154,365,19975
Lineups,-1626157-1628969-1628973-1629013-1642885-,K. Towns - M. Bridges - J. Brunson - L. Shamet - M. Diawara,1610612752,NYK,4,2,2,0.5,7.0,174.6,178.6,125.4,114.3,49.2,64.3,0.7,0.0,31.8,0.25,0.5,0.333,0.0,0.786,0.816,99.6,102.96,85.8,14,0.704,60,81,499,351,122,56,371,93,190,258,45,270,378,414,1,94,92,328,171,19580
Lineups,-1626157-1628969-1628973-1629011-1630540-,K. Towns - M. Bridges - J. Brunson - M. Robinson - M. McBride,1610612752,NYK,3,2,1,0.667,7.0,108.3,86.7,93.7,92.9,14.7,-6.2,0.667,1.33,19.0,0.4,0.636,0.563,0.2,0.591,0.591,95.3,106.8,89.0,15,0.667,92,81,270,304,123,349,240,354,200,136,203,174,346,214,429,201,238,264,181,19550
Lineups,-1626157-1628384-1628973-1629013-1630631-,K. Towns - O. Anunoby - J. Brunson - L. Shamet - J. Alvarado,1610612752,NYK,4,4,0,1.0,7.0,142.6,118.8,50.0,46.2,92.6,72.6,0.125,0.0,5.9,0.2,0.6,0.4,0.0,0.667,0.713,88.8,101.75,84.8,16,1.394,60,38,1,1,116,205,107,79,395,258,392,296,356,394,1,134,130,349,31,20520
Lineups,-1628384-1628969-1630574-1642278-1642885-,O. Anunoby - M. Bridges - A. Hukporti - T. Kolek - M. Diawara,1610612752,NYK,3,2,1,0.667,7.0,121.7,117.6,83.5,87.5,38.1,30.1,0.667,2.0,21.4,0.625,0.75,0.688,0.176,0.559,0.573,108.8,108.15,90.12,17,0.774,92,81,270,304,112,212,223,158,200,75,143,72,237,101,410,233,258,249,137,21970
Lineups,-1628384-1628969-1629011-1629013-1630540-,O. Anunoby - M. Bridges - M. Robinson - L. Shamet - M. McBride,1610612752,NYK,6,3,3,0.5,7.0,102.8,76.5,101.4,100.0,1.5,-23.5,0.0,0.0,0.0,0.571,0.778,0.688,0.176,0.45,0.514,101.3,116.61,97.18,17,0.457,39,55,562,351,114,376,252,402,396,258,396,86,223,101,410,330,310,170,326,21610
Lineups,-1627824-1628969-1628973-1630574-1642885-,G. Yabusele - M. Bridges - J. Brunson - A. Hukporti - M. Diawara,1610612752,NYK,2,2,0,1.0,6.0,70.9,63.6,183.8,200.0,-113.0,-136.4,0.667,0.67,13.3,0.4,0.25,0.308,0.273,0.375,0.394,87.9,88.94,74.12,11,0.093,140,81,1,1,142,412,538,555,200,219,329,174,434,451,514,363,394,523,450,17000
Lineups,-1627824-1628384-1628404-1628973-1630540-,G. Yabusele - O. Anunoby - J. Hart - J. Brunson - M. McBride,1610612752,NYK,3,2,1,0.667,6.0,112.6,125.0,109.1,109.1,3.5,15.9,0.667,4.0,22.2,0.333,0.667,0.444,0.083,0.542,0.563,101.9,96.34,80.28,12,0.5,92,81,270,304,140,166,351,209,200,17,126,206,296,373,298,247,270,433,291,17190
Lineups,-1628973-1629013-1630574-1630631-1631110-,J. Brunson - L. Shamet - A. Hukporti - J. Alvarado - J. Sochan,1610612752,NYK,1,1,0,1.0,6.0,116.5,107.1,145.3,142.9,-28.9,-35.7,0.5,1.5,15.8,0.333,0.667,0.5,0.143,0.591,0.631,101.6,106.78,88.98,14,0.373,243,163,1,1,128,261,478,424,283,125,281,206,296,259,373,201,195,265,363,18880
Lineups,-203903-1630574-1631110-1642278-1642359-,J. Clarkson - A. Hukporti - J. Sochan - T. Kolek - P. Dadiet,1610612752,NYK,1,1,0,1.0,6.0,141.1,140.0,52.2,50.0,88.9,90.0,0.778,1.75,30.4,0.5,0.875,0.8,0.267,0.909,0.884,113.5,116.55,97.13,15,1.05,243,163,1,1,126,111,108,66,159,115,49,92,175,66,512,52,63,171,53,19150
Lineups,-203903-1627824-1628973-1629011-1630540-,J. Clarkson - G. Yabusele - J. Brunson - M. Robinson - M. McBride,1610612752,NYK,3,2,1,0.667,6.0,107.8,100.0,128.6,133.3,-20.8,-33.3,0.5,1.0,12.5,0.5,0.667,0.583,0.182,0.5,0.491,92.3,93.74,78.12,11,0.279,92,81,270,304,135,268,441,417,283,151,335,92,296,192,415,259,347,469,404,17665
Lineups,-203903-1627824-1628384-1628404-1628973-,J. Clarkson - G. Yabusele - O. Anunoby - J. Hart - J. Brunson,1610612752,NYK,2,2,0,1.0,6.0,132.6,125.0,66.0,60.0,66.6,65.0,1.0,3.0,27.3,0.0,1.0,0.643,0.125,0.7,0.765,109.7,118.41,98.67,16,0.906,140,81,1,1,129,166,144,92,1,33,69,331,1,144,350,120,105,157,104,18850
Lineups,-203903-1628404-1628973-1630540-1630574-,J. Clarkson - J. Hart - J. Brunson - M. McBride - A. Hukporti,1610612752,NYK,3,3,0,1.0,6.0,137.3,127.3,72.7,66.7,64.5,60.6,0.25,0.0,7.1,0.333,0.875,0.643,0.0,0.556,0.625,90.9,98.57,82.14,11,0.886,92,55,1,1,146,161,158,100,383,258,387,206,175,144,1,234,199,408,108,16800
Lineups,-203903-1628404-1628973-1629011-1642278-,J. Clarkson - J. Hart - J. Brunson - M. Robinson - T. Kolek,1610612752,NYK,3,1,2,0.333,6.0,46.0,41.7,222.7,200.0,-176.7,-158.3,1.0,0.25,6.3,0.429,0.0,0.429,0.333,0.214,0.317,89.2,98.87,82.39,12,-0.164,92,163,499,424,148,445,538,562,1,255,391,168,441,379,530,432,425,404,534,16750
Lineups,-203903-1628404-1629011-1629013-1630540-,J. Clarkson - J. Hart - M. Robinson - L. Shamet - M. McBride,1610612752,NYK,4,3,1,0.75,6.0,75.8,71.4,99.4,92.9,-23.6,-21.4,0.333,0.25,5.9,0.4,1.0,0.75,0.286,0.375,0.49,113.3,120.72,100.6,14,0.2,60,55,270,284,150,390,240,399,366,255,392,174,1,72,518,363,348,133,428,16700
